Station_ID        Label   Longitude     Latitude             East            North               Up
       345         S8-1 116.7296735  -26.8560953  -3455.941495764  -3476.657704373     -1.887627342
       346         S8-2 116.7300576  -26.8560741  -3417.769927961  -3474.298320990     -1.865781008
       347         S8-3 116.7304059 -26.85574847  -3383.165237114  -3438.208785903     -1.827696225
       348         S8-4 116.7300923 -26.85559479  -3414.335795828  -3421.189246949     -1.835100200
       349         S8-5 116.7297105 -26.85548493  -3452.282925356  -3409.026947819     -1.848970293
       350         S8-6 116.7300099  -26.8551816  -3422.537249148  -3375.409505446     -1.814987089
       351         S9-1 116.7478812 -26.88073626  -1646.086906446  -6206.545202286     -3.246182935
       352         S9-2 116.7473977 -26.88057617  -1694.129553638  -6188.813335313     -3.241443466
       353         S9-3 116.7478699 -26.88033877  -1647.215429204  -6162.502824738     -3.203568872
       354         S9-4 116.7473076 -26.88021958  -1703.087190616  -6149.303802345     -3.205434250
       355         S9-5 116.7483166 -26.88001382  -1602.836021821  -6126.492132411     -3.157415731
       356         S9-6 116.7475354 -26.87992913  -1680.457315879  -6117.118447032     -3.168341690
       357         N5-1 116.7851002 -26.82014855   2053.062878781    506.583505558     -0.350417569
       358         N5-2 116.7855278 -26.82006489   2095.573116310    515.846105829     -0.364979344
       359         N5-3 116.7848767 -26.81983794   2030.849766472    541.002903274     -0.346150773
       360         N5-4 116.7852767 -26.81970067   2070.617288953    556.206053280     -0.360242127
       361         N5-5  116.785792 -26.81951644   2121.848078506    576.610356244     -0.378888601
       362         N5-6  116.785225  -26.8193791   2065.483482342    591.837071927     -0.361800424
       363         N6-1 116.7843351  -26.8070545   1977.229684430   1957.424128569     -0.608032183
       364         N6-2  116.784902 -26.80703233   2033.593387471   1959.871621340     -0.626497087
       365         N6-3 116.7845194 -26.80677593   1995.558352557   1988.286935888     -0.623327588
       366         N6-4 116.7841326 -26.80675068   1957.101596621   1991.090668812     -0.612298222
       367         N6-5 116.7849203 -26.80671248   2035.418552621   1995.310862487     -0.638118559
       368         N6-6 116.7845937 -26.80636045   2002.952852787   2034.321148452     -0.640228425
       369         N7-1 116.7739721 -26.79281135    947.019909004   3535.689749726     -1.054844336
       370         N7-2 116.7735765   -26.792698    907.683872009   3548.251847574     -1.056137732
       371         N7-3 116.7743154 -26.79269621    981.157327878   3548.444683881     -1.067117443
       372         N7-4 116.7745857 -26.79247191   1008.036927032   3573.295062140     -1.085244937
       373         N7-5 116.7742106 -26.79234492    970.739398803   3587.368508215     -1.087400267
       374         N7-6 116.7738522   -26.792231    935.102272603   3599.993561787     -1.089226299
       375         N8-1 116.7515433 -26.78285983  -1283.325440822   4638.290142194     -1.823440294
       376         N8-2  116.752285 -26.78263646  -1209.569587436   4663.046837743     -1.827172458
       377         N8-3 116.7513539 -26.78258462  -1302.163429402   4668.781504133     -1.849606798
       378         N8-4 116.7517881  -26.7824441  -1258.985935924   4684.355510315     -1.852416349
       379         N8-5 116.7514499 -26.78225374  -1292.620451690   4705.444014245     -1.874735424
       380         N8-6 116.7520839 -26.78213682  -1229.573362503   4718.405055848     -1.871898092
       381         N9-1 116.7193487 -26.78450672  -4484.846451352   4455.083267758     -3.138918506
       382         N9-2 116.7196165 -26.78423906  -4458.225978289   4484.749454672     -3.141156341
       383         N9-3 116.7188221 -26.78418602  -4537.226072435   4490.598151020     -3.200962112
       384         N9-4   116.71924 -26.78408511  -4495.672553840   4501.793854377     -3.179486735
       385         N9-5 116.7194779 -26.78376003  -4472.027632068   4537.821150758     -3.188525616
       386         N9-6  116.718931 -26.78372956  -4526.414766496   4541.177849645     -3.229265198
       387        E10-1 116.8347371 -26.86176268   6985.025811669  -4106.070868269     -5.150091487
       388        E10-2  116.834348 -26.86159647   6946.368802665  -4087.633236060     -5.096003794
       389        E10-3 116.8353121  -26.8615534   7042.179909213  -4082.914133203     -5.197961876
       390        E10-4 116.8347631 -26.86125593   6987.640719559  -4049.923737324     -5.116887019
       391        E10-5 116.8344672 -26.86094903   6958.254037563  -4015.902567887     -5.063169447
       392        E10-6 116.8351963 -26.86090599   7030.712181021  -4011.173845216     -5.139585736
       393        E11-1 116.8641579 -26.85878643   9909.002370819  -3778.255888752     -8.816314517
       394        E11-2 116.8636119 -26.85870578   9854.748740913  -3769.277272970     -8.726977530
       395        E11-3 116.8638423 -26.85834261   9877.677082809  -3729.055488252     -8.738667223
       396        E11-4 116.8646105 -26.85829028   9954.024461590  -3723.317253699     -8.853912658
       397        E11-5 116.8636348 -26.85805447   9857.080949569  -3697.113092771     -8.688142983
       398        E11-6 116.8643041 -26.85797243   9923.602511259  -3688.075095359     -8.785968190
       399        E12-1 116.8672039 -26.90680861  10207.394128350  -9099.430789518    -14.683489615
       400        E12-2 116.8667745 -26.90652953  10164.764061841  -9068.473745167    -14.571158441
       401        E12-3 116.8662078 -26.90646679  10108.475561250  -9061.476790637    -14.471770647
       402        E12-4 116.8671252 -26.90629902  10199.622142462  -9042.960923427    -14.590375965
       403        E12-5 116.8667427 -26.90614098  10161.639939544  -9025.419121468    -14.504828180
       404        E12-6 116.8663364 -26.90612716  10121.280546880  -9023.855386304    -14.438476271
       405        E13-1 116.9401077 -26.83064117  17461.079961149   -667.918686627    -23.920003225
       406        E13-2 116.9392886  -26.8306141  17379.663354431   -664.806927061    -23.697457293
       407        E13-3 116.9397308 -26.83051693  17423.634098316   -654.101023774    -23.816230520
       408        E13-4 116.9393104  -26.8302564  17381.884928087   -625.176482010    -23.699481074
       409        E13-5  116.939966 -26.83021914  17447.059255759   -621.137966026    -23.876911946
       410        E13-6 116.9396636 -26.83002688  17417.029176123   -599.793896298    -23.792840367
       411        E14-1 116.9922323 -26.79902736  22648.679036263   2826.673217836    -40.814636018
       412        E14-2 116.9916868 -26.79866777  22594.511246231   2866.613043416    -40.640556402
       413        E14-3 116.9920482  -26.7986387  22630.451109900   2869.769640397    -40.769314700
       414        E14-4 116.9926364 -26.79850684  22688.962234080   2884.274775737    -40.983621778
       415        E14-5 116.9919191  -26.7982143  22617.698829775   2916.816235662    -40.745553696
       416        E14-6 116.9925288 -26.79820227  22678.324089516   2918.040405686    -40.961244293
       417        E15-1 117.0158578 -26.69732178  25020.013770835  14091.141428573    -64.679797805
       418        E15-2 117.0155882 -26.69708802  24993.234644522  14117.094734050    -64.632536812
       419        E15-3 117.0162532  -26.6969127  25059.452795841  14136.388811773    -64.935123810
       420        E15-4 117.0156053 -26.69673156  24995.014192104  14156.586522411    -64.727449700
       421        E15-5 117.0159925 -26.69667824  25033.559524809  14162.418002985    -64.891526134
       422        E15-6 117.0151704 -26.69667332  24951.746149874  14163.124954799    -64.572732012
       423        E16-1 117.1008345 -26.69055242  33478.697077892  14821.598011127   -105.108015688
       424        E16-2 117.1003946 -26.69039417  33434.962905765  14839.247707933   -104.919990017
       425        E16-3 117.1014443 -26.69031374  33539.456317991  14847.882335108   -105.488441394
       426        E16-4 117.1006012 -26.69008062  33455.616022368  14873.933991289   -105.109394590
       427        E16-5 117.1009888 -26.68998431  33494.219608831  14884.502753409   -105.336639316
       428        E16-6 117.1006102 -26.68974898  33456.608570743  14910.676657954   -105.200793167
       429        S10-1 116.6934694 -26.86364934  -7053.468225371  -4315.153431845     -5.364036315
       430        S10-2 116.6936477 -26.86332065  -7035.770133079  -4278.724248753     -5.319845149
       431        S10-3 116.6940413 -26.86328963  -6996.658225600  -4275.265441187     -5.274519589
       432        S10-4 116.6933202 -26.86314137  -7068.326435158  -4258.877976334     -5.342471789
       433        S10-5 116.6937032 -26.86286849  -7030.282798645  -4228.621245948     -5.280227812
       434        S10-6 116.6932109 -26.86280413  -7079.209081378  -4221.517426532     -5.329579574
       435        S11-1 116.6668404 -26.89933818  -9696.658193655  -8271.289753056    -12.754130259
       436        S11-2 116.6672183 -26.89931558  -9659.118407381  -8268.756827349    -12.693908460
       437        S11-3 116.6674161 -26.89901239  -9639.494102981  -8235.147794169    -12.620553424
       438        S11-4 116.6662459   -26.898997  -9755.746903072  -8233.531932638    -12.795093007
       439        S11-5 116.6667466 -26.89886667  -9706.016869355  -8219.052759268    -12.700511587
       440        S11-6 116.6667282 -26.89853735  -9707.872943055  -8182.564916075    -12.656200139
       441        S12-1  116.621806 -26.86551456 -14174.724574224  -4527.813125404    -17.354813973
       442        S12-2 116.6212838 -26.86537586 -14226.634184824  -4512.503389234    -17.459409401
       443        S12-3 116.6209025 -26.86524562 -14264.541257208  -4498.115408375    -17.533806615
       444        S12-4 116.6215548 -26.86514601 -14199.732938925  -4487.005372401    -17.381430080
       445        S12-5 116.6213153 -26.86482914 -14223.572335999  -4451.922571317    -17.409813389
       446        S12-6 116.6217019 -26.86470905 -14185.169722158  -4438.573192860    -17.315000121
       447        S13-1  116.654655 -26.94980057 -10902.340121065 -13863.618315794    -24.449023691
       448        S13-2 116.6543054 -26.94974299 -10937.060519954 -13857.268379081    -24.494562489
       449        S13-3 116.6546702 -26.94945108 -10900.864406088 -13824.892671746    -24.362053058
       450        S13-4 116.6541229 -26.94929703 -10955.225671008 -13807.870664728    -24.418084172
       451        S13-5 116.6550111 -26.94917824 -10867.039529188 -13794.632116782    -24.238546592
       452        S13-6 116.6544358 -26.94914686 -10924.169435693 -13791.204505687    -24.328626407
       453        S14-1 116.6724452 -27.01275912  -9130.712890484 -20838.196688233    -40.730816147
       454        S14-2 116.6721744 -27.01249221  -9157.609678445 -20808.641737396    -40.672408608
       455        S14-3 116.6726362 -27.01237268  -9111.788534436 -20795.364219585    -40.563322555
       456        S14-4 116.6730036 -27.01226612  -9075.334885053 -20783.530728613    -40.472633344
       457        S14-5 116.6721143  -27.0121388  -9163.602891972 -20769.487153276    -40.552792538
       458        S14-6 116.6726135 -27.01183478  -9114.084758611 -20735.764867274    -40.371654122
       459        S15-1 116.7350929 -27.06405311  -2912.004295325 -26518.771137480    -56.051366122
       460        S15-2 116.7346518 -27.06377415  -2955.768102047 -26487.871569582    -55.942485077
       461        S15-3 116.7350833 -27.06373507  -2912.964819208 -26483.531394131    -55.904699064
       462        S15-4 116.7355045 -27.06359356  -2871.185863734 -26467.841988784    -55.820336776
       463        S15-5 116.7345239 -27.06347916  -2968.463398699 -26455.188612534    -55.812097175
       464        S15-6 116.7350733 -27.06318397  -2913.971051769 -26422.467784671    -55.650716602
       465        S16-1 116.7249633  -27.1277494  -3914.630766971 -33576.833167789    -89.993939192
       466        S16-2 116.7244782 -27.12761601  -3962.729476034 -33562.068073537    -89.945546278
       467        S16-3 116.7253556 -27.12752824  -3875.744803492 -33552.315724886    -89.840582687
       468        S16-4 116.7248094 -27.12736266  -3929.902309819 -33533.985591931    -89.776849145
       469        S16-5  116.724343 -27.12729809  -3976.144795864 -33526.845500153    -89.767778108
       470        S16-6 116.7250603 -27.12713916  -3905.035143584 -33509.213162138    -89.630780971
       471        N10-1 116.7629117 -26.75105887   -152.839520326   8161.894675324     -5.248554453
       472        N10-2 116.7625575 -26.75091736   -188.072918253   8177.573440382     -5.269672449
       473        N10-3 116.7622003 -26.75086263   -223.604651918   8183.636919118     -5.278631853
       474        N10-4 116.7629698 -26.75068532   -147.060647871   8203.283905177     -5.301766337
       475        N10-5 116.7626113 -26.75056634   -182.721851531   8216.466366128     -5.319735522
       476        N10-6 116.7623293 -26.75031407   -210.773687103   8244.417322442     -5.356837659
       477        N11-1 116.8051832 -26.72196935   4053.043501707  11384.342623264    -11.494485526
       478        N11-2 116.8048251 -26.72182177   4017.418521554  11400.705717214    -11.501326623
       479        N11-3 116.8052279 -26.72161185   4057.503730308  11423.951828990    -11.568473183
       480        N11-4  116.804888  -26.7214978   4023.688333399  11436.599268447    -11.569837180
       481        N11-5 116.8056074 -26.72145048   4095.269038082  11441.819274600    -11.624771248
       482        N11-6 116.8051393 -26.72108151   4048.706962624  11482.715781002    -11.668905375
       483        N12-1 116.7246454 -26.71301006  -3960.601694408  12377.051448302    -13.294267486
       484        N12-2 116.7254414 -26.71294578  -3881.397424812  12384.198177479    -13.259546639
       485        N12-3  116.724987 -26.71276973  -3926.618829190  12403.690334860    -13.325262357
       486        N12-4 116.7253591 -26.71246973  -3889.602915330  12436.941427779    -13.367651232
       487        N12-5 116.7244721 -26.71244054  -3977.865804025  12440.148163431    -13.428333976
       488        N12-6 116.7250108 -26.71240138  -3924.263218955  12444.503807846    -13.403687939
       489        N13-1 116.6800133  -26.6850214  -8403.796760296  15475.980483675    -24.396271622
       490        N13-2 116.6804197 -26.68492388  -8363.354956293  15486.812361374    -24.369564898
       491        N13-3 116.6797939 -26.68475241  -8425.653378785  15505.769558530    -24.497777743
       492        N13-4  116.680207 -26.68455841  -8384.551704870  15527.291760662    -24.496254795
       493        N13-5 116.6798233 -26.68435021  -8422.756753025  15550.334553939    -24.602960825
       494        N13-6 116.6802391 -26.68422317  -8381.381300398  15564.437874853    -24.583054578
       495        N14-1 116.6251826 -26.66182193 -13863.886660869  18041.626699183    -40.694177943
       496        N14-2 116.6254959 -26.66167061 -13832.715960915  18058.426779765    -40.674312379
       497        N14-3 116.6252036 -26.66138424 -13861.849000294  18090.124039308    -40.827765141
       498        N14-4 116.6248264  -26.6613602 -13899.402231516  18092.746378962    -40.916910173
       499        N14-5 116.6254433 -26.66107185 -13838.024507333  18124.762278805    -40.874865357
       500        N14-6 116.6248821 -26.66097463 -13893.903980817  18135.472742575    -41.026853374
       501        N15-1 116.5451234 -26.70516586 -21825.490711467  13227.948917561    -51.098881420
       502        N15-2 116.5456468 -26.70502263 -21773.433520806  13243.908449760    -50.954352197
       503        N15-3 116.5447981 -26.70481611 -21857.928629965  13266.644729455    -51.290638566
       504        N15-4 116.5452092  -26.7047463 -21817.032545389  13274.450277834    -51.167028899
       505        N15-5 116.5455271 -26.70460081 -21785.425338408  13290.624934937    -51.092906308
       506        N15-6 116.5448237 -26.70440536 -21855.459518746  13312.159612919    -51.377463515
       507        N16-1 116.4524469 -26.60137167 -31075.946635102  24708.762629987   -123.740604390
       508        N16-2 116.4531217 -26.60115099 -31008.795372897  24733.378096613   -123.509850597
       509        N16-3 116.4525556 -26.60097515 -31065.227094021  24752.722100970   -123.859673970
       510        N16-4 116.4530242 -26.60081122 -31018.598111168  24770.999471623   -123.704175752
       511        N16-5 116.4521976 -26.60076065 -31100.942367639  24776.400221154   -124.125984688
       512        N16-6 116.4525843 -26.60061336 -31062.466232880  24792.814041657   -124.002689769
